,,Application,16.14,Verify that all authentication files are encrypted or hashed and that these files cannot be accessed without root or administrator privileges.  Audit all access to password files in the system.,Y,
AT-1,SECURITY AWARENESS AND TRAINING POLICY AND PROCEDURES,Critical Security Control #17: Security Skills Assessment and Appropriate Training to Fill Gaps,,,,
,,Application,17.1,"Perform gap analysis to see which skills employees need and which behaviors employees are not adhering to, using this information to build a baseline training and awareness roadmap for all employees. ",Y,
,,Application,17.2,"Deliver training to fill the skills gap. If possible, use more senior staff to deliver the training. A second option is to have outside teachers provide training onsite so the examples used will be directly relevant. If you have small numbers of people to train, use training conferences or online training to fill the gaps.",Y,
,,Application,17.3,"Implement an security awareness program that (1) focuses only on the methods commonly used in intrusions that can be blocked through individual action, (2) is delivered in short online modules convenient for employees (3) is updated frequently (at least annually) to represent the latest attack techniques, (4) is mandated for completion by all employees at least annually, and (5) is reliably monitored for employee completion.",Y,
,,Application,17.4,Validate and improve awareness levels through periodic tests to see whether employees will click on a link from suspicious e-mail or provide sensitive information on the telephone without following appropriate procedures for authenticating a caller; targeted training should be provided to those who fall victim to the exercise.,Y,
,,Application,17.5,"Use security skills assessments for each of the mission-critical roles to identify skills gaps. Use hands-on, real-world examples to measure mastery. If you do not have such assessments, use one of the available online competitions that simulate real-world scenarios for each of the identified jobs in order to measure skills mastery.",,Y
SI-1,SYSTEM AND INFORMATION INTEGRITY POLICY AND PROCEDURES,Critical Security Control #18: Application Software Security,,,,
,,Application,18.1,"For all acquired application software, check that the version you are using is still supported by the vendor. If not, update to the most current version and install all relevant patches and vendor security recommendations.",Y,
,,Application,18.2,"Protect web applications by deploying web application firewalls (WAFs) that inspect all traffic flowing to the web application for common web application attacks, including but not limited to cross-site scripting, SQL injection, command injection, and directory traversal attacks. For applications that are not web-based, specific application firewalls should be deployed if such tools are available for the given application type.  If the traffic is encrypted, the device should either sit behind the encryption or be capable of decrypting the traffic prior to analysis.  If neither option is appropriate, a host-based web application firewall should be deployed.",Y,Dealing with encrypted/tunneled traffic requires more planning and resources.
,,Application,18.3,"For in-house developed software, ensure that explicit error checking is performed and documented for all input, including for size, data type, and acceptable ranges or formats. ",Y,
,,Application,18.4,"Test in-house-developed and third-party-procured web applications for common security weaknesses using automated remote web application scanners prior to deployment, whenever updates are made to the application, and on a regular recurring basis. In particular, input validation and output encoding routines of application software should be reviewed and tested.",Y,
,,Application,18.5,Do not display system error messages to end-users (output sanitization).,Y,
,,Application,18.6,Maintain separate environments for production and nonproduction systems. Developers should not typically have unmonitored access to production environments.,Y,
,,Application,18.7,"For applications that rely on a database, use standard hardening configuration templates. All systems that are part of critical business processes should also be tested.",Y,
,,Application,18.8,Ensure that all software development personnel receive training in writing secure code for their specific development environment.,Y,
,,Application,18.9,"For in-house developed applications, ensure that development artifacts (sample data and scripts; unused libraries, components, debug code; or tools) are not included in the deployed software, or accessible in the production environment.",Y,
IR-1,INCIDENT RESPONSE POLICY AND PROCEDURES,Critical Security Control #19: Incident Response and Management,,,,
,,Application,19.1,Ensure that there are written incident response procedures that include a definition of personnel roles for handling incidents. The procedures should define the phases of incident handling.,Y,
,,Application,19.2,Assign job titles and duties for handling computer and network incidents to specific individuals.,Y,
,,Application,19.3,Define management personnel who will support the incident handling process by acting in key decision-making roles.,Y,
,,Application,19.4,"Devise organization-wide standards for the time required for system administrators and other personnel to report anomalous events to the incident handling team, the mechanisms for such reporting, and the kind of information that should be included in the incident notification. This reporting should also include notifying the appropriate Community Emergency Response Team in accordance with all legal or regulatory requirements for involving that organization in computer incidents.",Y,
,,Application,19.5,"Assemble and maintain information on third-party contact information to be used to report a security incident (e.g., maintain an e-mail address of security@organization.com or have a web page http://organization.com/security).",Y,
,,Application,19.6,"Publish information for all personnel, including employees and contractors, regarding reporting computer anomalies and incidents to the incident handling team. Such information should be included in routine employee awareness activities.",Y,
,,Application,19.7,"Conduct periodic incident scenario sessions for personnel associated with the incident handling team to ensure that they understand current threats and risks, as well as their responsibilities in supporting the incident handling team.",Y,
CA-8,PENETRATION TESTING,Critical Security Control #20: Penetration Tests and Red Team Exercises,,,,
,,Application,20.1,"Conduct regular external and internal penetration tests to identify vulnerabilities and attack vectors that can be used to exploit enterprise systems successfully. Penetration testing should occur from outside the network perimeter (i.e., the Internet or wireless frequencies around an organization) as well as from within its boundaries (i.e., on the internal network) to simulate both outsider and insider attacks.",Y,
,,Application,20.2,"Any user or system accounts used to perform penetration testing should be controlled and monitored to make sure they are only being used for legitimate purposes, and are removed or restored to normal function after testing is over.",Y,
,,Application,20.3,Perform periodic Red Team exercises to test organizational readiness to identify and stop attacks or to respond quickly and effectively.,Y,
,,Application,20.4,"Include tests for the presence of unprotected system information and artifacts that would be useful to attackers, including network diagrams, configuration files, older penetration test reports, e-mails or documents containing passwords or other information critical to system operation.",Y,
,,Application,20.5,"Plan clear goals of the penetration test itself with blended attacks in mind, identifying the goal machine or target asset.  Many APT-style attacks deploy multiple vectors—often social engineering combined with web or network exploitation.  Red Team manual or automated testing that captures pivoted and multi-vector attacks offers a more realistic assessment of security posture and risk to critical assets.",Y,
,,Application,20.6,Use vulnerability scanning and penetration testing tools in concert.  The results of vulnerability scanning assessments should be used as a starting point to guide and focus penetration testing efforts.,Y,
,,Application,20.7,"Wherever possible, ensure that Red Teams results are documented using open, machine-readable standards (e.g., SCAP).  Devise a scoring method for determining the results of Red Team exercises so that results can be compared over time.",,Y
,,Application,20.8,"Create a test bed that mimics a production environment for specific penetration tests and Red Team attacks against elements that are not typically tested in production, such as attacks against supervisory control and data acquisition and other control systems.",,Y
